Mod:Item:MetaData, Localized Name
cqrepoured:shield_specter, Specter Shield
cqrepoured:shield_spider, Spider Shield
cqrepoured:shield_sun, Sun Shield
cqrepoured:shield_tomb, Tomb Shield
cqrepoured:shield_triton, Triton Shield
cqrepoured:shield_turtle, Turtle Infantry Shield
cqrepoured:shield_walker, Walker Shield
cqrepoured:shield_warped, Warped Shield
cqrepoured:shield_zombie, Zombie Shield
cqrepoured:dungeon_placer_d0, item.dungeon_placer_d0.name
cqrepoured:dungeon_placer_d1, item.dungeon_placer_d1.name
cqrepoured:dungeon_placer_d2, item.dungeon_placer_d2.name
cqrepoured:dungeon_placer_d3, item.dungeon_placer_d3.name
cqrepoured:dungeon_placer_d4, item.dungeon_placer_d4.name
cqrepoured:dungeon_placer_d5, item.dungeon_placer_d5.name
cqrepoured:dungeon_placer_d6, item.dungeon_placer_d6.name
cqrepoured:dungeon_placer_d7, item.dungeon_placer_d7.name
cqrepoured:dungeon_placer_d8, item.dungeon_placer_d8.name
cqrepoured:dungeon_placer_d9, item.dungeon_placer_d9.name
cqrepoured:dungeon_placer_d10, item.dungeon_placer_d10.name
cqrepoured:dungeon_placer_d11, item.dungeon_placer_d11.name
cqrepoured:dungeon_placer_d12, item.dungeon_placer_d12.name
cqrepoured:dungeon_placer_d13, item.dungeon_placer_d13.name
cqrepoured:dungeon_placer_d14, item.dungeon_placer_d14.name
cqrepoured:dungeon_placer_d15, item.dungeon_placer_d15.name
cqrepoured:dungeon_placer_d16, item.dungeon_placer_d16.name
cqrepoured:dungeon_placer_d17, item.dungeon_placer_d17.name
cqrepoured:dungeon_placer_d18, item.dungeon_placer_d18.name
cqrepoured:dungeon_placer_d19, item.dungeon_placer_d19.name
cqrepoured:cqr_boarman_spawn_egg_0, item.cqr_boarman_spawn_egg_0.name
cqrepoured:cqr_boarman_spawn_egg_1, item.cqr_boarman_spawn_egg_1.name
cqrepoured:cqr_boarman_spawn_egg_2, item.cqr_boarman_spawn_egg_2.name
cqrepoured:cqr_boarman_spawn_egg_3, item.cqr_boarman_spawn_egg_3.name
cqrepoured:cqr_boarman_spawn_egg_4, item.cqr_boarman_spawn_egg_4.name
cqrepoured:cqr_dummy_spawn_egg_0, item.cqr_dummy_spawn_egg_0.name
cqrepoured:cqr_dummy_spawn_egg_1, item.cqr_dummy_spawn_egg_1.name
cqrepoured:cqr_dummy_spawn_egg_2, item.cqr_dummy_spawn_egg_2.name
cqrepoured:cqr_dummy_spawn_egg_3, item.cqr_dummy_spawn_egg_3.name
cqrepoured:cqr_dummy_spawn_egg_4, item.cqr_dummy_spawn_egg_4.name
cqrepoured:cqr_dwarf_spawn_egg_0, item.cqr_dwarf_spawn_egg_0.name
cqrepoured:cqr_dwarf_spawn_egg_1, item.cqr_dwarf_spawn_egg_1.name
cqrepoured:cqr_dwarf_spawn_egg_2, item.cqr_dwarf_spawn_egg_2.name
cqrepoured:cqr_dwarf_spawn_egg_3, item.cqr_dwarf_spawn_egg_3.name
cqrepoured:cqr_dwarf_spawn_egg_4, item.cqr_dwarf_spawn_egg_4.name
cqrepoured:cqr_enderman_spawn_egg_0, item.cqr_enderman_spawn_egg_0.name
cqrepoured:cqr_enderman_spawn_egg_1, item.cqr_enderman_spawn_egg_1.name
cqrepoured:cqr_enderman_spawn_egg_2, item.cqr_enderman_spawn_egg_2.name
cqrepoured:cqr_enderman_spawn_egg_3, item.cqr_enderman_spawn_egg_3.name
cqrepoured:cqr_enderman_spawn_egg_4, item.cqr_enderman_spawn_egg_4.name
cqrepoured:cqr_gremlin_spawn_egg_0, item.cqr_gremlin_spawn_egg_0.name
cqrepoured:cqr_gremlin_spawn_egg_1, item.cqr_gremlin_spawn_egg_1.name
cqrepoured:cqr_gremlin_spawn_egg_2, item.cqr_gremlin_spawn_egg_2.name
cqrepoured:cqr_gremlin_spawn_egg_3, item.cqr_gremlin_spawn_egg_3.name
cqrepoured:cqr_gremlin_spawn_egg_4, item.cqr_gremlin_spawn_egg_4.name
cqrepoured:cqr_golem_spawn_egg_0, item.cqr_golem_spawn_egg_0.name
cqrepoured:cqr_golem_spawn_egg_1, item.cqr_golem_spawn_egg_1.name
cqrepoured:cqr_golem_spawn_egg_2, item.cqr_golem_spawn_egg_2.name
cqrepoured:cqr_golem_spawn_egg_3, item.cqr_golem_spawn_egg_3.name
cqrepoured:cqr_golem_spawn_egg_4, item.cqr_golem_spawn_egg_4.name
cqrepoured:cqr_illager_spawn_egg_0, item.cqr_illager_spawn_egg_0.name
cqrepoured:cqr_illager_spawn_egg_1, item.cqr_illager_spawn_egg_1.name
cqrepoured:cqr_illager_spawn_egg_2, item.cqr_illager_spawn_egg_2.name
cqrepoured:cqr_illager_spawn_egg_3, item.cqr_illager_spawn_egg_3.name
cqrepoured:cqr_illager_spawn_egg_4, item.cqr_illager_spawn_egg_4.name
cqrepoured:cqr_mandril_spawn_egg_0, item.cqr_mandril_spawn_egg_0.name
cqrepoured:cqr_mandril_spawn_egg_1, item.cqr_mandril_spawn_egg_1.name
cqrepoured:cqr_mandril_spawn_egg_2, item.cqr_mandril_spawn_egg_2.name
cqrepoured:cqr_mandril_spawn_egg_3, item.cqr_mandril_spawn_egg_3.name
cqrepoured:cqr_mandril_spawn_egg_4, item.cqr_mandril_spawn_egg_4.name
cqrepoured:cqr_minotaur_spawn_egg_0, item.cqr_minotaur_spawn_egg_0.name
cqrepoured:cqr_minotaur_spawn_egg_1, item.cqr_minotaur_spawn_egg_1.name
cqrepoured:cqr_minotaur_spawn_egg_2, item.cqr_minotaur_spawn_egg_2.name
cqrepoured:cqr_minotaur_spawn_egg_3, item.cqr_minotaur_spawn_egg_3.name
cqrepoured:cqr_minotaur_spawn_egg_4, item.cqr_minotaur_spawn_egg_4.name
cqrepoured:cqr_mummy_spawn_egg_0, item.cqr_mummy_spawn_egg_0.name
cqrepoured:cqr_mummy_spawn_egg_1, item.cqr_mummy_spawn_egg_1.name
cqrepoured:cqr_mummy_spawn_egg_2, item.cqr_mummy_spawn_egg_2.name
cqrepoured:cqr_mummy_spawn_egg_3, item.cqr_mummy_spawn_egg_3.name
cqrepoured:cqr_mummy_spawn_egg_4, item.cqr_mummy_spawn_egg_4.name
cqrepoured:cqr_npc_spawn_egg_0, item.cqr_npc_spawn_egg_0.name
cqrepoured:cqr_npc_spawn_egg_1, item.cqr_npc_spawn_egg_1.name
cqrepoured:cqr_npc_spawn_egg_2, item.cqr_npc_spawn_egg_2.name
cqrepoured:cqr_npc_spawn_egg_3, item.cqr_npc_spawn_egg_3.name
cqrepoured:cqr_npc_spawn_egg_4, item.cqr_npc_spawn_egg_4.name
cqrepoured:cqr_ogre_spawn_egg_0, item.cqr_ogre_spawn_egg_0.name
cqrepoured:cqr_ogre_spawn_egg_1, item.cqr_ogre_spawn_egg_1.name
cqrepoured:cqr_ogre_spawn_egg_2, item.cqr_ogre_spawn_egg_2.name
cqrepoured:cqr_ogre_spawn_egg_3, item.cqr_ogre_spawn_egg_3.name
cqrepoured:cqr_ogre_spawn_egg_4, item.cqr_ogre_spawn_egg_4.name
cqrepoured:cqr_orc_spawn_egg_0, item.cqr_orc_spawn_egg_0.name
cqrepoured:cqr_orc_spawn_egg_1, item.cqr_orc_spawn_egg_1.name
cqrepoured:cqr_orc_spawn_egg_2, item.cqr_orc_spawn_egg_2.name
cqrepoured:cqr_orc_spawn_egg_3, item.cqr_orc_spawn_egg_3.name
cqrepoured:cqr_orc_spawn_egg_4, item.cqr_orc_spawn_egg_4.name
cqrepoured:cqr_pirate_spawn_egg_0, item.cqr_pirate_spawn_egg_0.name
cqrepoured:cqr_pirate_spawn_egg_1, item.cqr_pirate_spawn_egg_1.name
cqrepoured:cqr_pirate_spawn_egg_2, item.cqr_pirate_spawn_egg_2.name
cqrepoured:cqr_pirate_spawn_egg_3, item.cqr_pirate_spawn_egg_3.name
cqrepoured:cqr_pirate_spawn_egg_4, item.cqr_pirate_spawn_egg_4.name
cqrepoured:cqr_skeleton_spawn_egg_0, item.cqr_skeleton_spawn_egg_0.name
cqrepoured:cqr_skeleton_spawn_egg_1, item.cqr_skeleton_spawn_egg_1.name
cqrepoured:cqr_skeleton_spawn_egg_2, item.cqr_skeleton_spawn_egg_2.name
cqrepoured:cqr_skeleton_spawn_egg_3, item.cqr_skeleton_spawn_egg_3.name
cqrepoured:cqr_skeleton_spawn_egg_4, item.cqr_skeleton_spawn_egg_4.name
cqrepoured:cqr_spectre_spawn_egg_0, item.cqr_spectre_spawn_egg_0.name
cqrepoured:cqr_spectre_spawn_egg_1, item.cqr_spectre_spawn_egg_1.name
cqrepoured:cqr_spectre_spawn_egg_2, item.cqr_spectre_spawn_egg_2.name
cqrepoured:cqr_spectre_spawn_egg_3, item.cqr_spectre_spawn_egg_3.name
cqrepoured:cqr_spectre_spawn_egg_4, item.cqr_spectre_spawn_egg_4.name
cqrepoured:cqr_triton_spawn_egg_0, item.cqr_triton_spawn_egg_0.name
cqrepoured:cqr_triton_spawn_egg_1, item.cqr_triton_spawn_egg_1.name
cqrepoured:cqr_triton_spawn_egg_2, item.cqr_triton_spawn_egg_2.name
cqrepoured:cqr_triton_spawn_egg_3, item.cqr_triton_spawn_egg_3.name
cqrepoured:cqr_triton_spawn_egg_4, item.cqr_triton_spawn_egg_4.name
cqrepoured:cqr_walker_spawn_egg_0, item.cqr_walker_spawn_egg_0.name
cqrepoured:cqr_walker_spawn_egg_1, item.cqr_walker_spawn_egg_1.name
cqrepoured:cqr_walker_spawn_egg_2, item.cqr_walker_spawn_egg_2.name
cqrepoured:cqr_walker_spawn_egg_3, item.cqr_walker_spawn_egg_3.name
cqrepoured:cqr_walker_spawn_egg_4, item.cqr_walker_spawn_egg_4.name
cqrepoured:cqr_zombie_spawn_egg_0, item.cqr_zombie_spawn_egg_0.name
cqrepoured:cqr_zombie_spawn_egg_1, item.cqr_zombie_spawn_egg_1.name
cqrepoured:cqr_zombie_spawn_egg_2, item.cqr_zombie_spawn_egg_2.name
cqrepoured:cqr_zombie_spawn_egg_3, item.cqr_zombie_spawn_egg_3.name
cqrepoured:cqr_zombie_spawn_egg_4, item.cqr_zombie_spawn_egg_4.name
cqrepoured:andesite_carved, Carved Andesite
cqrepoured:andesite_pillar, Andesite Pillar
cqrepoured:andesite_cube, Andesite Cube
cqrepoured:andesite_scale, Andesite Scale
cqrepoured:andesite_square, Andesite Square
cqrepoured:andesite_small, Small Andesite Bricks
cqrepoured:andesite_large, Large Andesite Bricks
cqrepoured:diorite_carved, Carved Diorite
cqrepoured:diorite_pillar, Diorite Pillar
cqrepoured:diorite_cube, Diorite Cube
cqrepoured:diorite_scale, Diorite Scale
cqrepoured:diorite_square, Diorite Square
cqrepoured:diorite_small, Small Diorite Bricks
cqrepoured:diorite_large, Large Diorite Bricks
cqrepoured:granite_carved, Carved Granite
cqrepoured:granite_pillar, Granite Pillar
cqrepoured:granite_cube, Granite Cube
cqrepoured:granite_scale, Granite Scale
cqrepoured:granite_square, Granite Square
cqrepoured:granite_small, Small Granite Bricks
cqrepoured:granite_large, Large Granite Bricks
cqrepoured:prismarine_carved, Carved Prismarine
cqrepoured:prismarine_pillar, Prismarine Pillar
cqrepoured:prismarine_cube, Prismarine Cube
cqrepoured:prismarine_square, Prismarine Square
cqrepoured:prismarine_small, Small Prismarine Bricks
cqrepoured:prismarine_large, Large Prismarine Bricks
cqrepoured:endstone_carved, Carved Endstone
cqrepoured:endstone_pillar, Endstone Pillar
cqrepoured:endstone_cube, Endstone Cube
cqrepoured:endstone_scale, Endstone Scale
cqrepoured:endstone_square, Endstone Square
cqrepoured:endstone_small, Small Endstone Bricks
cqrepoured:purpur_carved, Carved Purpur
cqrepoured:purpur_cube, Purpur Cube
cqrepoured:purpur_scale, Purpur Scale
cqrepoured:purpur_small, Small Purpur Bricks
cqrepoured:purpur_large, Large Purpur Bricks
cqrepoured:red_netherbrick_carved, Carved Red Netherbrick
cqrepoured:red_netherbrick_pillar, Red Netherbrick Pillar
cqrepoured:red_netherbrick_cube, Red Netherbrick Cube
cqrepoured:red_netherbrick_scale, Red Netherbrick Scale
cqrepoured:red_netherbrick_square, Red Netherbrick Square
cqrepoured:red_netherbrick_large, Large Red Netherbricks
cqrepoured:stone_pillar, Stone Pillar
cqrepoured:stone_cube, Stone Cube
cqrepoured:stone_scale, Stone Scale
cqrepoured:stone_square, Stone Square
cqrepoured:stone_small, Small Stone Bricks
cqrepoured:table_oak, Oak Table
cqrepoured:table_spruce, Spruce Table
cqrepoured:table_birch, Birch Table
cqrepoured:table_jungle, Jungle Table
cqrepoured:table_acacia, Acacia Table
cqrepoured:table_dark, Dark Oak Table
cqrepoured:exporter, Exporter Block
cqrepoured:unlit_torch, Torch
cqrepoured:null_block, Null Block
cqrepoured:spawner, Spawner
cqrepoured:boss_block, Boss Block
cqrepoured:exporter_chest_valuable, Exporter Chest Treasure
cqrepoured:exporter_chest_food, Exporter Chest Food
cqrepoured:exporter_chest_equipment, Exporter Chest Equipment
cqrepoured:exporter_chest_utility, Exporter Chest Utility
cqrepoured:exporter_chest_vanilla_blacksmith, Exporter Chest - Village Blacksmith
cqrepoured:exporter_chest_vanilla_bonus, Exporter Chest - Bonus Chest
cqrepoured:exporter_chest_vanilla_dungeon, Exporter Chest - Dungeon
cqrepoured:exporter_chest_vanilla_end_city, Exporter Chest - End City
cqrepoured:exporter_chest_vanilla_igloo, Exporter Chest - Igloo
cqrepoured:exporter_chest_vanilla_jungle, Exporter Chest - Jungle Chest
cqrepoured:exporter_chest_vanilla_jungle_dispenser, Exporter Chest - Jungle Dispenser
cqrepoured:exporter_chest_vanilla_mansion, Exporter Chest - Woodland Mansion
cqrepoured:exporter_chest_vanilla_mineshaft, Exporter Chest - Mineshaft
cqrepoured:exporter_chest_vanilla_nether, Exporter Chest - Nether Fortress
cqrepoured:exporter_chest_vanilla_pyramid, Exporter Chest - Pyramid
cqrepoured:exporter_chest_vanilla_stronghold, Exporter Chest - Stronghold Corridor
cqrepoured:exporter_chest_vanilla_stronghold_library, Exporter Chest - Stronghold Library
cqrepoured:exporter_chest_vanilla_stronghold_storeroom, Exporter Chest - Stronghold Mine
cqrepoured:exporter_chest_custom_1, Exporter Chest - Custom 1
cqrepoured:exporter_chest_custom_2, Exporter Chest - Custom 2
cqrepoured:exporter_chest_custom_3, Exporter Chest - Custom 3
cqrepoured:exporter_chest_custom_4, Exporter Chest - Custom 4
cqrepoured:exporter_chest_custom_5, Exporter Chest - Custom 5
cqrepoured:exporter_chest_custom_6, Exporter Chest - Custom 6
cqrepoured:exporter_chest_custom_7, Exporter Chest - Custom 7
cqrepoured:exporter_chest_custom_8, Exporter Chest - Custom 8
cqrepoured:exporter_chest_custom_9, Exporter Chest - Custom 9
cqrepoured:exporter_chest_custom_10, Exporter Chest - Custom 10
cqrepoured:exporter_chest_custom_11, Exporter Chest - Custom 11
cqrepoured:exporter_chest_custom_12, Exporter Chest - Custom 12
cqrepoured:exporter_chest_custom_13, Exporter Chest - Custom 13
cqrepoured:exporter_chest_custom_14, Exporter Chest - Custom 14
cqrepoured:force_field_nexus, Force Field Nexus (NYI)
cqrepoured:phylactery, Lich Phylactery
conarm:helmet_core:0, Wooden Helmet Core
conarm:helmet_core:0, Stone Helmet Core
conarm:helmet_core:0, Flint Helmet Core
conarm:helmet_core:0, Cactus Helmet Core
conarm:helmet_core:0, Bone Helmet Core
conarm:helmet_core:0, Obsidian Helmet Core
conarm:helmet_core:0, Prismarine Helmet Core
conarm:helmet_core:0, End Helmet Core
conarm:helmet_core:0, Paper Helmet Core
conarm:helmet_core:0, Sponge Helmet Core
conarm:helmet_core:0, Firewood Helmet Core
conarm:helmet_core:0, Iron Helmet Core
conarm:helmet_core:0, Pig Iron Helmet Core
conarm:helmet_core:0, Knightslime Helmet Core
conarm:helmet_core:0, Slime Helmet Core
conarm:helmet_core:0, Slime Helmet Core
conarm:helmet_core:0, Magma Slime Helmet Core
conarm:helmet_core:0, Netherrack Helmet Core
conarm:helmet_core:0, Cobalt Helmet Core
conarm:helmet_core:0, Ardite Helmet Core
conarm:helmet_core:0, Manyullyn Helmet Core
conarm:helmet_core:0, Copper Helmet Core
conarm:helmet_core:0, Bronze Helmet Core
conarm:helmet_core:0, Lead Helmet Core
conarm:helmet_core:0, Silver Helmet Core
conarm:helmet_core:0, Electrum Helmet Core
conarm:helmet_core:0, Steel Helmet Core
conarm:helmet_core:0, Boron Helmet Core
conarm:helmet_core:0, Tough Alloy Helmet Core
conarm:helmet_core:0, Hard Carbon Helmet Core
conarm:helmet_core:0, Boron Nitride Helmet Core
conarm:helmet_core:0, Thorium Helmet Core
conarm:helmet_core:0, Uranium Helmet Core
conarm:helmet_core:0, Magnesium Helmet Core
conarm:helmet_core:0, Chocolate Helmet Core
conarm:helmet_core:0, Alumite Helmet Core
conarm:helmet_core:0, Nickel Helmet Core
conarm:helmet_core:0, Invar Helmet Core
conarm:helmet_core:0, Iridium Helmet Core
conarm:helmet_core:0, Sapphire Helmet Core
conarm:helmet_core:0, Ruby Helmet Core
conarm:helmet_core:0, Peridot Helmet Core
conarm:helmet_core:0, Emerald Helmet Core
conarm:armor_trim:0, Wooden Armor Trim
conarm:armor_trim:0, Stone Armor Trim
conarm:armor_trim:0, Flint Armor Trim
conarm:armor_trim:0, Cactus Armor Trim
conarm:armor_trim:0, Bone Armor Trim
conarm:armor_trim:0, Obsidian Armor Trim
conarm:armor_trim:0, Prismarine Armor Trim
conarm:armor_trim:0, End Armor Trim
conarm:armor_trim:0, Paper Armor Trim
conarm:armor_trim:0, Sponge Armor Trim
conarm:armor_trim:0, Firewood Armor Trim
conarm:armor_trim:0, Iron Armor Trim
conarm:armor_trim:0, Pig Iron Armor Trim
conarm:armor_trim:0, Knightslime Armor Trim
conarm:armor_trim:0, Slime Armor Trim
conarm:armor_trim:0, Slime Armor Trim
conarm:armor_trim:0, Magma Slime Armor Trim
conarm:armor_trim:0, Netherrack Armor Trim
conarm:armor_trim:0, Cobalt Armor Trim
conarm:armor_trim:0, Ardite Armor Trim
conarm:armor_trim:0, Manyullyn Armor Trim
conarm:armor_trim:0, Copper Armor Trim
conarm:armor_trim:0, Bronze Armor Trim
conarm:armor_trim:0, Lead Armor Trim
conarm:armor_trim:0, Silver Armor Trim
conarm:armor_trim:0, Electrum Armor Trim
conarm:armor_trim:0, Steel Armor Trim
conarm:armor_trim:0, Boron Armor Trim
conarm:armor_trim:0, Tough Alloy Armor Trim
conarm:armor_trim:0, Hard Carbon Armor Trim
conarm:armor_trim:0, Boron Nitride Armor Trim
conarm:armor_trim:0, Thorium Armor Trim
conarm:armor_trim:0, Uranium Armor Trim
conarm:armor_trim:0, Magnesium Armor Trim
conarm:armor_trim:0, Chocolate Armor Trim
conarm:armor_trim:0, Alumite Armor Trim
conarm:armor_trim:0, Nickel Armor Trim
conarm:armor_trim:0, Invar Armor Trim
conarm:armor_trim:0, Iridium Armor Trim
conarm:armor_trim:0, Sapphire Armor Trim
conarm:armor_trim:0, Ruby Armor Trim
conarm:armor_trim:0, Peridot Armor Trim
conarm:armor_trim:0, Emerald Armor Trim
conarm:armor_plate:0, Wooden Armor Plates
conarm:armor_plate:0, Stone Armor Plates
conarm:armor_plate:0, Flint Armor Plates
conarm:armor_plate:0, Cactus Armor Plates
conarm:armor_plate:0, Bone Armor Plates
conarm:armor_plate:0, Obsidian Armor Plates
conarm:armor_plate:0, Prismarine Armor Plates
conarm:armor_plate:0, End Armor Plates
conarm:armor_plate:0, Paper Armor Plates
conarm:armor_plate:0, Sponge Armor Plates
conarm:armor_plate:0, Firewood Armor Plates
conarm:armor_plate:0, Iron Armor Plates
conarm:armor_plate:0, Pig Iron Armor Plates
conarm:armor_plate:0, Knightslime Armor Plates
conarm:armor_plate:0, Slime Armor Plates
conarm:armor_plate:0, Slime Armor Plates
conarm:armor_plate:0, Magma Slime Armor Plates
conarm:armor_plate:0, Netherrack Armor Plates
conarm:armor_plate:0, Cobalt Armor Plates
conarm:armor_plate:0, Ardite Armor Plates
conarm:armor_plate:0, Manyullyn Armor Plates
conarm:armor_plate:0, Copper Armor Plates
conarm:armor_plate:0, Bronze Armor Plates
conarm:armor_plate:0, Lead Armor Plates
conarm:armor_plate:0, Silver Armor Plates
conarm:armor_plate:0, Electrum Armor Plates
conarm:armor_plate:0, Steel Armor Plates
conarm:armor_plate:0, Boron Armor Plates
conarm:armor_plate:0, Tough Alloy Armor Plates
conarm:armor_plate:0, Hard Carbon Armor Plates
conarm:armor_plate:0, Boron Nitride Armor Plates
conarm:armor_plate:0, Thorium Armor Plates
conarm:armor_plate:0, Uranium Armor Plates
conarm:armor_plate:0, Magnesium Armor Plates
conarm:armor_plate:0, Chocolate Armor Plates
conarm:armor_plate:0, Alumite Armor Plates
conarm:armor_plate:0, Nickel Armor Plates
conarm:armor_plate:0, Invar Armor Plates
conarm:armor_plate:0, Iridium Armor Plates
conarm:armor_plate:0, Sapphire Armor Plates
conarm:armor_plate:0, Ruby Armor Plates
conarm:armor_plate:0, Peridot Armor Plates
conarm:armor_plate:0, Emerald Armor Plates
conarm:chest_core:0, Wooden Chestplate Core
conarm:chest_core:0, Stone Chestplate Core
conarm:chest_core:0, Flint Chestplate Core
conarm:chest_core:0, Cactus Chestplate Core
conarm:chest_core:0, Bone Chestplate Core
conarm:chest_core:0, Obsidian Chestplate Core
conarm:chest_core:0, Prismarine Chestplate Core
conarm:chest_core:0, End Chestplate Core
conarm:chest_core:0, Paper Chestplate Core
conarm:chest_core:0, Sponge Chestplate Core
conarm:chest_core:0, Firewood Chestplate Core
conarm:chest_core:0, Iron Chestplate Core
conarm:chest_core:0, Pig Iron Chestplate Core
conarm:chest_core:0, Knightslime Chestplate Core
conarm:chest_core:0, Slime Chestplate Core
conarm:chest_core:0, Slime Chestplate Core
conarm:chest_core:0, Magma Slime Chestplate Core
conarm:chest_core:0, Netherrack Chestplate Core
conarm:chest_core:0, Cobalt Chestplate Core
conarm:chest_core:0, Ardite Chestplate Core
conarm:chest_core:0, Manyullyn Chestplate Core
conarm:chest_core:0, Copper Chestplate Core
conarm:chest_core:0, Bronze Chestplate Core
conarm:chest_core:0, Lead Chestplate Core
conarm:chest_core:0, Silver Chestplate Core
conarm:chest_core:0, Electrum Chestplate Core
conarm:chest_core:0, Steel Chestplate Core
conarm:chest_core:0, Boron Chestplate Core
conarm:chest_core:0, Tough Alloy Chestplate Core
conarm:chest_core:0, Hard Carbon Chestplate Core
conarm:chest_core:0, Boron Nitride Chestplate Core
conarm:chest_core:0, Thorium Chestplate Core
conarm:chest_core:0, Uranium Chestplate Core
conarm:chest_core:0, Magnesium Chestplate Core
conarm:chest_core:0, Chocolate Chestplate Core
conarm:chest_core:0, Alumite Chestplate Core
conarm:chest_core:0, Nickel Chestplate Core
conarm:chest_core:0, Invar Chestplate Core
conarm:chest_core:0, Iridium Chestplate Core
conarm:chest_core:0, Sapphire Chestplate Core
conarm:chest_core:0, Ruby Chestplate Core
conarm:chest_core:0, Peridot Chestplate Core
conarm:chest_core:0, Emerald Chestplate Core
conarm:leggings_core:0, Wooden Leggings Core
conarm:leggings_core:0, Stone Leggings Core
conarm:leggings_core:0, Flint Leggings Core
conarm:leggings_core:0, Cactus Leggings Core
conarm:leggings_core:0, Bone Leggings Core
conarm:leggings_core:0, Obsidian Leggings Core
conarm:leggings_core:0, Prismarine Leggings Core
conarm:leggings_core:0, End Leggings Core
conarm:leggings_core:0, Paper Leggings Core
conarm:leggings_core:0, Sponge Leggings Core
conarm:leggings_core:0, Firewood Leggings Core
conarm:leggings_core:0, Iron Leggings Core
conarm:leggings_core:0, Pig Iron Leggings Core
conarm:leggings_core:0, Knightslime Leggings Core
conarm:leggings_core:0, Slime Leggings Core
conarm:leggings_core:0, Slime Leggings Core
conarm:leggings_core:0, Magma Slime Leggings Core
conarm:leggings_core:0, Netherrack Leggings Core
conarm:leggings_core:0, Cobalt Leggings Core
conarm:leggings_core:0, Ardite Leggings Core
conarm:leggings_core:0, Manyullyn Leggings Core
conarm:leggings_core:0, Copper Leggings Core
conarm:leggings_core:0, Bronze Leggings Core
conarm:leggings_core:0, Lead Leggings Core
conarm:leggings_core:0, Silver Leggings Core
conarm:leggings_core:0, Electrum Leggings Core
conarm:leggings_core:0, Steel Leggings Core
conarm:leggings_core:0, Boron Leggings Core
conarm:leggings_core:0, Tough Alloy Leggings Core
conarm:leggings_core:0, Hard Carbon Leggings Core
conarm:leggings_core:0, Boron Nitride Leggings Core
conarm:leggings_core:0, Thorium Leggings Core
conarm:leggings_core:0, Uranium Leggings Core
conarm:leggings_core:0, Magnesium Leggings Core
conarm:leggings_core:0, Chocolate Leggings Core
conarm:leggings_core:0, Alumite Leggings Core
conarm:leggings_core:0, Nickel Leggings Core
conarm:leggings_core:0, Invar Leggings Core
conarm:leggings_core:0, Iridium Leggings Core
conarm:leggings_core:0, Sapphire Leggings Core
conarm:leggings_core:0, Ruby Leggings Core
conarm:leggings_core:0, Peridot Leggings Core
conarm:leggings_core:0, Emerald Leggings Core
conarm:boots_core:0, Wooden Boots Core
conarm:boots_core:0, Stone Boots Core
conarm:boots_core:0, Flint Boots Core
conarm:boots_core:0, Cactus Boots Core
conarm:boots_core:0, Bone Boots Core
conarm:boots_core:0, Obsidian Boots Core
conarm:boots_core:0, Prismarine Boots Core
conarm:boots_core:0, End Boots Core
conarm:boots_core:0, Paper Boots Core
conarm:boots_core:0, Sponge Boots Core
conarm:boots_core:0, Firewood Boots Core
conarm:boots_core:0, Iron Boots Core
conarm:boots_core:0, Pig Iron Boots Core
conarm:boots_core:0, Knightslime Boots Core
conarm:boots_core:0, Slime Boots Core
conarm:boots_core:0, Slime Boots Core
conarm:boots_core:0, Magma Slime Boots Core
conarm:boots_core:0, Netherrack Boots Core
conarm:boots_core:0, Cobalt Boots Core
conarm:boots_core:0, Ardite Boots Core
conarm:boots_core:0, Manyullyn Boots Core
conarm:boots_core:0, Copper Boots Core
conarm:boots_core:0, Bronze Boots Core
conarm:boots_core:0, Lead Boots Core
conarm:boots_core:0, Silver Boots Core
conarm:boots_core:0, Electrum Boots Core
conarm:boots_core:0, Steel Boots Core
conarm:boots_core:0, Boron Boots Core
conarm:boots_core:0, Tough Alloy Boots Core
conarm:boots_core:0, Hard Carbon Boots Core
conarm:boots_core:0, Boron Nitride Boots Core
conarm:boots_core:0, Thorium Boots Core
conarm:boots_core:0, Uranium Boots Core
conarm:boots_core:0, Magnesium Boots Core
conarm:boots_core:0, Chocolate Boots Core
conarm:boots_core:0, Alumite Boots Core
conarm:boots_core:0, Nickel Boots Core
conarm:boots_core:0, Invar Boots Core
conarm:boots_core:0, Iridium Boots Core
conarm:boots_core:0, Sapphire Boots Core
conarm:boots_core:0, Ruby Boots Core
conarm:boots_core:0, Peridot Boots Core
conarm:boots_core:0, Emerald Boots Core
conarm:helmet, Helmet
conarm:chestplate, Chestplate
conarm:leggings, Leggings
conarm:boots, Boots
conarm:book, Materials and You - Armory Addendum
conarm:invisible_ink, Invisible Ink
conarm:resist_mat, Resistance
conarm:resist_mat_fire, Fire Resistance
conarm:resist_mat_proj, Projectile Resistance
conarm:resist_mat_blast, Blast Resistance
conarm:gauntlet_mat, Gauntlet (Base)
conarm:gauntlet_mat_speed, Gauntlet of Dexterity
conarm:gauntlet_mat_attack, Gauntlet of Power
conarm:gauntlet_mat_reach, Gauntlet of Far Reach
conarm:frosty_soles, Frosty Soles
conarm:travel_belt_base, Traveller's Belt (Base)
conarm:travel_belt, Traveller's Belt (Storage)
conarm:travel_potion, Traveller's Belt (Alchemy)
conarm:travel_sack, Traveller's Knapsack
conarm:travel_goggles_base, Traveller's Goggles (Base)
conarm:travel_goggles, Traveller's Goggles (Zoom)
